cellline_id,drug_id,ic50_value,cancer_type_id
EW-24,Rapamycin,0.005875,3
LAN-6,Rapamycin,-0.347639,3
NB10,Rapamycin,-0.814539,3
NB6,Rapamycin,-0.366851,3
NB7,Rapamycin,-1.174246,3
NB17,Rapamycin,-1.505726,3
NB5,Rapamycin,-1.751916,3
NB13,Rapamycin,-5.322488,3
NB14,Rapamycin,-1.770623,3
NB1,Rapamycin,-3.075292,3
RH-1,Rapamycin,-0.3237,3
MZ2-MEL,Rapamycin,-2.638601,3
ES-2,Rapamycin,-1.032645,1
KYM-1,Rapamycin,-6.929799,3
MDST8,Rapamycin,-1.768404,0
NB(TU)1-10,Rapamycin,-0.986373,3
NCI-H1836,Rapamycin,-1.214203,1
NCI-H1869,Rapamycin,-2.167566,1
NCI-H211,Rapamycin,-3.534067,1
NCI-H847,Rapamycin,-1.683011,1
TC-71,Rapamycin,-0.294626,3
SUP-B15,Rapamycin,-5.836807,3
OCI-AML3,Rapamycin,-0.172432,3
CL-11,Rapamycin,0.309318,0
ALL-SIL,Rapamycin,-2.674319,3
AMO-1,Rapamycin,-2.295856,3
COR-L95,Rapamycin,-0.065685,1
DND-41,Rapamycin,-2.578995,3
EJM,Rapamycin,-1.697966,3
NCI-H2135,Rapamycin,-0.273775,1
VCaP,Rapamycin,-1.106365,1
GA-10,Rapamycin,-8.75517,3
GRANTA-519,Rapamycin,-2.013282,3
HCC1500,Rapamycin,-1.234744,1
HCC-33,Rapamycin,-0.355673,1
Hs-445,Rapamycin,-1.405548,3
HSC-39,Rapamycin,-0.14035,0
JJN-3,Rapamycin,-3.346615,3
JM1,Rapamycin,-2.170999,3
JSC-1,Rapamycin,-3.531071,3
KARPAS-231,Rapamycin,-6.297846,3
KARPAS-620,Rapamycin,-7.304229,3
KCL-22,Rapamycin,-3.359347,3
KOPN-8,Rapamycin,-5.39182,3
L-1236,Rapamycin,-3.330046,3
ME-1,Rapamycin,-1.282844,3
MOLM-13,Rapamycin,-3.376438,3
MOLP-8,Rapamycin,-6.853927,3
MY-M12,Rapamycin,-7.258716,3
NCI-H1876,Rapamycin,-1.411801,1
NK-92MI,Rapamycin,-2.42952,3
NU-DUL-1,Rapamycin,-3.387571,3
OCI-AML5,Rapamycin,-1.719291,3
OCI-LY-19,Rapamycin,-2.538475,3
OCI-M1,Rapamycin,-1.833239,3
P32-ISH,Rapamycin,-2.781251,3
PL-21,Rapamycin,-3.533038,3
ROS-50,Rapamycin,-2.518113,3
SLVL,Rapamycin,-4.105301,3
SU-DHL-16,Rapamycin,-5.924852,3
SU-DHL-4,Rapamycin,-7.298445,3
SU-DHL-6,Rapamycin,-6.985023,3
SUP-HD1,Rapamycin,-3.163439,3
SUP-M2,Rapamycin,-2.080913,3
VAL,Rapamycin,-1.790294,3
WSU-DLCL2,Rapamycin,-0.768791,3
MC-CAR,Sunitinib,2.169685,3
ES3,Sunitinib,3.136323,3
ES5,Sunitinib,3.248511,3
ES7,Sunitinib,2.976401,3
EW-11,Sunitinib,3.590034,3
SK-ES-1,Sunitinib,0.82703,3
NCI-H1395,Sunitinib,5.118935,1
COLO-829,Sunitinib,5.704146,3
8-MG-BA,Sunitinib,1.936426,3
GB-1,Sunitinib,0.193387,3
U-87-MG,Sunitinib,5.060262,3
NCI-H720,Sunitinib,4.123482,1
NCI-H1648,Sunitinib,2.300535,1
NCI-H1770,Sunitinib,2.199997,1
NCI-H1838,Sunitinib,4.795639,1
NCI-H2126,Sunitinib,3.958651,1
DMS-114,Sunitinib,4.222558,1
NCI-H1092,Sunitinib,3.932769,1
NCI-H1417,Sunitinib,5.058257,1
NCI-H1694,Sunitinib,2.976075,1
NCI-H187,Sunitinib,4.231675,1
NCI-H1963,Sunitinib,3.956388,1
NCI-H209,Sunitinib,2.159963,1
NCI-H2141,Sunitinib,3.288758,1
NCI-H2171,Sunitinib,3.411138,1
NCI-H345,Sunitinib,4.986562,1
NCI-H446,Sunitinib,3.22001,1
NCI-H526,Sunitinib,3.314154,1
NCI-H64,Sunitinib,3.584713,1
NCI-H69,Sunitinib,3.765041,1
NCI-H82,Sunitinib,1.997245,1
SK-N-DZ,Sunitinib,1.771621,3
SK-N-FI,Sunitinib,2.818311,3
VA-ES-BJ,Sunitinib,2.363394,3
LU-139,Sunitinib,4.868276,1
SBC-1,Sunitinib,4.661259,1
Calu-6,Sunitinib,4.633036,1
LU-65,Sunitinib,3.370895,1
NCI-H1355,Sunitinib,2.196627,1
SHP-77,Sunitinib,2.754933,1
TE-5,Sunitinib,4.151331,0
HCC1187,Sunitinib,2.697389,1
HCC1599,Sunitinib,2.286941,1
HCC2157,Sunitinib,3.826353,1
HCC2218,Sunitinib,5.164448,1
BB30-HNC,Sunitinib,0.912361,3
BB49-HNC,Sunitinib,1.283439,3
BB65-RCC,Sunitinib,1.895811,2
CP66-MEL,Sunitinib,5.182168,3
CPC-N,Sunitinib,2.359774,1
CTV-1,Sunitinib,0.570816,3
DMS-79,Sunitinib,4.610786,1
DSH1,Sunitinib,4.642403,3
EC-GI-10,Sunitinib,4.797169,0
HA7-RCC,Sunitinib,1.627274,2
HCE-4,Sunitinib,1.467083,0
IM-9,Sunitinib,4.336722,3
IST-SL1,Sunitinib,1.840177,1
IST-SL2,Sunitinib,1.512775,1
LB1047-RCC,Sunitinib,0.1453,2
LB2241-RCC,Sunitinib,3.02679,2
LB2518-MEL,Sunitinib,4.765808,3
LB373-MEL-D,Sunitinib,4.586686,3
LB647-SCLC,Sunitinib,3.176909,1
LB771-HNC,Sunitinib,4.649339,3
LB831-BLC,Sunitinib,1.857088,3
LB996-RCC,Sunitinib,1.19388,2
LU-134-A,Sunitinib,3.415663,1
LU-165,Sunitinib,4.685526,1
LXF-289,Sunitinib,1.13262,1
MS-1,Sunitinib,1.240833,1
MZ1-PC,Sunitinib,1.40943,2
MZ7-mel,Sunitinib,2.079553,3
NCI-H128,Sunitinib,4.018683,1
NCI-H1304,Sunitinib,2.677841,1
NCI-H510A,Sunitinib,2.49836,1
SK-MM-2,Sunitinib,1.910199,3
TE-15,Sunitinib,-0.550506,0
BE2-M17,Sunitinib,3.470341,3
KELLY,Sunitinib,2.851224,3
SIMA,Sunitinib,4.730639,3
TE-1,Sunitinib,2.529216,0
TE-10,Sunitinib,0.82603,0
TE-8,Sunitinib,0.934774,0
HL-60,Sunitinib,1.456419,3
K-562,Sunitinib,2.1502,3
NCI-H226,Sunitinib,4.233748,1
NCI-H23,Sunitinib,3.104087,1
A498,Sunitinib,5.853587,2
CCRF-CEM,Sunitinib,1.524882,3
SK-MEL-2,Sunitinib,4.03632,3
MOLT-4,Sunitinib,1.244901,3
RPMI-8226,Sunitinib,1.812322,3
SR,Sunitinib,0.474769,3
NCI-H322M,Sunitinib,3.785658,1
EKVX,Sunitinib,6.96024,1
HOP-62,Sunitinib,1.486263,1
LOXIMVI,Sunitinib,2.570323,3
UACC-257,Sunitinib,2.119312,3
RXF393,Sunitinib,1.761192,2
TK10,Sunitinib,2.05513,2
SNB75,Sunitinib,3.491346,3
SF539,Sunitinib,1.332871,3
SF268,Sunitinib,1.319399,3
KM12,Sunitinib,-0.847355,0
OVCAR-4,Sunitinib,2.397922,1
Becker,Sunitinib,4.995202,3
BE-13,Sunitinib,1.263851,3
ARH-77,Sunitinib,2.009708,3
A253,Sunitinib,4.15524,3
ACN,Sunitinib,1.417601,3
COR-L88,Sunitinib,2.835832,1
COLO-824,Sunitinib,4.149822,1
COLO-800,Sunitinib,4.545034,3
Daudi,Sunitinib,1.510042,3
DB,Sunitinib,4.539825,3
D-283MED,Sunitinib,2.177508,3
DEL,Sunitinib,0.643271,3
DG-75,Sunitinib,1.97518,3
DJM-1,Sunitinib,3.738354,3
DOHH-2,Sunitinib,0.584938,3
DU-4475,Sunitinib,1.118564,1
EB2,Sunitinib,3.747942,3
EB-3,Sunitinib,2.202413,3
EHEB,Sunitinib,3.621424,3
EM-2,Sunitinib,2.236533,3
EoL-1-cell,Sunitinib,-4.963348,3
ETK-1,Sunitinib,0.179634,3
EVSA-T,Sunitinib,1.870624,1
GCIY,Sunitinib,4.769073,0
GDM-1,Sunitinib,-2.911426,3
GI-1,Sunitinib,1.709795,3
GI-ME-N,Sunitinib,5.250277,3
GOTO,Sunitinib,2.839062,3
GR-ST,Sunitinib,2.605684,3
H9,Sunitinib,0.804311,3
HC-1,Sunitinib,1.562067,3
HD-MY-Z,Sunitinib,1.814897,3
HEL,Sunitinib,1.225245,3
HH,Sunitinib,1.909928,3
HT,Sunitinib,3.499993,3
HT-144,Sunitinib,1.753501,3
HuTu-80,Sunitinib,1.640403,0
IMR-5,Sunitinib,2.166724,3
IST-MEL1,Sunitinib,1.50713,3
IST-MES1,Sunitinib,2.629854,3
JAR,Sunitinib,1.04141,3
JiyoyeP-2003,Sunitinib,2.647692,3
JVM-2,Sunitinib,3.296711,3
JVM-3,Sunitinib,4.754463,3
KALS-1,Sunitinib,2.756931,3
KARPAS-45,Sunitinib,0.982089,3
KARPAS-299,Sunitinib,0.784994,3
KARPAS-422,Sunitinib,1.581892,3
KASUMI-1,Sunitinib,3.517273,3
KE-37,Sunitinib,1.3407,3
KG-1,Sunitinib,1.821015,3
KINGS-1,Sunitinib,3.523919,3
KMOE-2,Sunitinib,1.843782,3
KMS-12-BM,Sunitinib,1.381595,3
KNS-42,Sunitinib,4.653318,3
H-EMC-SS,Sunitinib,1.362865,3
KY821,Sunitinib,1.240399,3
KU812,Sunitinib,1.399155,3
KS-1,Sunitinib,0.598751,3
KP-N-YN,Sunitinib,2.562372,3
L-428,Sunitinib,2.341875,3
L-540,Sunitinib,1.66664,3
LAMA-84,Sunitinib,1.027885,3
LC-2-ad,Sunitinib,0.019253,1
LC4-1,Sunitinib,1.780625,3
LNCaP-Clone-FGC,Sunitinib,4.318554,1
LOUCY,Sunitinib,2.216847,3
LP-1,Sunitinib,2.36087,3
LS-123,Sunitinib,2.384754,0
LS-411N,Sunitinib,2.337311,0
LS-513,Sunitinib,3.378877,0
MC116,Sunitinib,1.552333,3
MEG-01,Sunitinib,0.702315,3
MHH-NB-11,Sunitinib,2.704871,3
MHH-PREB-1,Sunitinib,1.757587,3
ML-2,Sunitinib,0.937468,3
MLMA,Sunitinib,2.814943,3
MN-60,Sunitinib,2.423995,3
MONO-MAC-6,Sunitinib,-2.927033,3
Mo-T,Sunitinib,4.830151,3
MPP-89,Sunitinib,3.095066,3
MRK-nu-1,Sunitinib,2.195492,1
MSTO-211H,Sunitinib,2.59111,3
MV-4-11,Sunitinib,-4.36532,3
NALM-6,Sunitinib,1.055879,3
NAMALWA,Sunitinib,0.794345,3
NB69,Sunitinib,2.944358,3
NCI-SNU-1,Sunitinib,2.648886,0
NCI-SNU-5,Sunitinib,4.895981,0
NCI-SNU-16,Sunitinib,0.545129,0
NH-12,Sunitinib,3.987161,3
NKM-1,Sunitinib,-2.064366,3
NMC-G1,Sunitinib,2.935004,3
no-11,Sunitinib,2.337366,3
NOMO-1,Sunitinib,1.406611,3
no-10,Sunitinib,2.666471,3
NCI-H747,Sunitinib,1.825397,0
NCI-H716,Sunitinib,3.790681,0
NCI-H1155,Sunitinib,3.586738,1
NCI-H1436,Sunitinib,5.189254,1
NCI-H1581,Sunitinib,2.32643,1
NCI-H1666,Sunitinib,4.823685,1
NCI-H2081,Sunitinib,4.437825,1
NCI-H2196,Sunitinib,3.835477,1
NCI-H524,Sunitinib,3.545889,1
NCI-H748,Sunitinib,5.018137,1
ONS-76,Sunitinib,2.328382,3
OPM-2,Sunitinib,1.153294,3
OS-RC-2,Sunitinib,1.726487,2
P30-OHK,Sunitinib,2.771951,3
P31-FUJ,Sunitinib,3.698956,3
OCUB-M,Sunitinib,1.959576,1
PF-382,Sunitinib,1.033369,3
Raji,Sunitinib,3.168167,3
REH,Sunitinib,2.513725,3
RF-48,Sunitinib,3.316042,0
RKO,Sunitinib,1.938838,0
RPMI-6666,Sunitinib,1.546889,3
RPMI-8402,Sunitinib,0.84886,3
RS4-11,Sunitinib,0.76199,3
SCH,Sunitinib,3.55016,0
SF126,Sunitinib,0.970804,3
SH-4,Sunitinib,1.515127,3
SIG-M5,Sunitinib,0.36766,3
SJSA-1,Sunitinib,2.240674,3
SK-LMS-1,Sunitinib,1.466195,3
SKM-1,Sunitinib,4.375704,3
SK-MEL-1,Sunitinib,2.226692,3
SK-NEP-1,Sunitinib,1.063258,2
SK-PN-DW,Sunitinib,2.179841,3
SK-UT-1,Sunitinib,2.867211,3
SNU-C2B,Sunitinib,4.157222,0
SU-DHL-1,Sunitinib,0.756587,3
SUP-T1,Sunitinib,3.836078,3
SW684,Sunitinib,6.055149,3
SW872,Sunitinib,1.601767,3
SW962,Sunitinib,2.859105,3
SW982,Sunitinib,1.206525,3
TALL-1,Sunitinib,1.954099,3
TGBC1TKB,Sunitinib,1.781885,3
THP-1,Sunitinib,3.132287,3
TUR,Sunitinib,4.257057,3
U-698-M,Sunitinib,3.787909,3
WSU-NHL,Sunitinib,3.726747,3
RCC10RGB,Sunitinib,5.904683,2
KURAMOCHI,Sunitinib,2.473781,1
KM-H2,Sunitinib,2.621228,3
Ramos-2G6-4C10,Sunitinib,2.210437,3
RPMI-8866,Sunitinib,3.858072,3
QIMR-WIL,Sunitinib,1.387848,3
PSN1,Sunitinib,0.538706,2
CW-2,Sunitinib,5.005963,0
CMK,Sunitinib,0.806058,3
CHP-126,Sunitinib,4.529028,3
CGTH-W-1,Sunitinib,-2.649341,3
COLO-320-HSR,Sunitinib,1.625815,0
ATN-1,Sunitinib,1.219166,3
CESS,Sunitinib,1.844705,3
COLO-684,Sunitinib,3.972882,3
COLO-668,Sunitinib,3.139402,1
TGBC24TKB,Sunitinib,3.555811,3
A388,Sunitinib,2.684644,3
C2BBe1,Sunitinib,4.727643,0
CA46,Sunitinib,2.246288,3
BL-41,Sunitinib,0.711956,3
BL-70,Sunitinib,0.051679,3
BV-173,Sunitinib,0.857527,3
IA-LM,Sunitinib,2.644899,1
TGW,Sunitinib,1.777791,3
RL,Sunitinib,4.26746,3
SNU-C1,Sunitinib,4.104127,0
ST486,Sunitinib,1.993302,3
SCC-15,Sunitinib,2.539996,3
BC-3,Sunitinib,2.285711,3
BC-1,Sunitinib,1.930089,3
A704,Sunitinib,2.503407,2
A101D,Sunitinib,1.181396,3
SCC-3,Sunitinib,1.039532,3
GAK,Sunitinib,2.157182,3
AM-38,Sunitinib,4.482175,3
A4-Fuk,Sunitinib,0.278448,3
A3-KAW,Sunitinib,0.514334,3
COR-L279,Sunitinib,2.261205,1
NEC8,Sunitinib,2.701497,3
CAS-1,Sunitinib,4.888709,3
ALL-PO,Sunitinib,-2.450725,3
OCI-AML2,Sunitinib,0.283602,3
MFM-223,Sunitinib,4.74273,1
LS-1034,Sunitinib,4.024791,0
CAL-148,Sunitinib,4.481919,1
HDLM-2,Sunitinib,1.511291,3
KGN,Sunitinib,0.905132,1
KLE,Sunitinib,3.534226,3
KNS-81-FD,Sunitinib,5.552477,3
KP-N-RT-BM-1,Sunitinib,2.719834,3
K5,Sunitinib,2.132354,3
L-363,Sunitinib,1.528792,3
NCI-H1975,Sunitinib,1.680109,1
SW954,Sunitinib,1.566097,3
TE-441-T,Sunitinib,3.587691,3
MMAC-SF,Sunitinib,1.952338,3
NBsusSR,Sunitinib,0.110059,3
MFH-ino,Sunitinib,3.602015,3
NOS-1,Sunitinib,-3.149562,3
RL95-2,Sunitinib,0.830005,3
TE-9,Sunitinib,3.191637,0
TE-11,Sunitinib,0.574598,0
TE-6,Sunitinib,3.837248,0
TE-12,Sunitinib,-0.165589,0
YT,Sunitinib,2.64893,3
BT-474,Sunitinib,4.768427,1
KP-N-YS,Sunitinib,3.25299,3
D-247MG,Sunitinib,3.550662,3
D-263MG,Sunitinib,4.402246,3
D-336MG,Sunitinib,4.254221,3
D-502MG,Sunitinib,5.8209,3
CTB-1,Sunitinib,2.349364,3
CP67-MEL,Sunitinib,2.623808,3
HAL-01,Sunitinib,0.722364,3
OMC-1,Sunitinib,3.389406,3
ES8,Sunitinib,1.869761,3
ES4,Sunitinib,1.257318,3
ES6,Sunitinib,-0.079706,3
ES1,Sunitinib,2.357613,3
EW-3,Sunitinib,2.255271,3
EW-12,Sunitinib,6.179841,3
EW-1,Sunitinib,1.176414,3
EW-18,Sunitinib,4.799841,3
EW-16,Sunitinib,0.581873,3
EW-13,Sunitinib,3.606662,3
EW-24,Sunitinib,4.232986,3
LAN-6,Sunitinib,2.718433,3
NB10,Sunitinib,4.610724,3
NB6,Sunitinib,3.88677,3
NB7,Sunitinib,3.099162,3
NB17,Sunitinib,4.08272,3
NB5,Sunitinib,2.67737,3
NB13,Sunitinib,2.098755,3
NB14,Sunitinib,2.642119,3
NB1,Sunitinib,0.752152,3
RH-1,Sunitinib,3.707801,3
MZ2-MEL,Sunitinib,2.694563,3
ES-2,Sunitinib,2.148937,1
MDST8,Sunitinib,4.108322,0
NB(TU)1-10,Sunitinib,1.095816,3
NCI-H1836,Sunitinib,3.298665,1
NCI-H1869,Sunitinib,3.239282,1
NCI-H211,Sunitinib,2.043947,1
NCI-H847,Sunitinib,1.368576,1
TC-71,Sunitinib,3.887926,3
SUP-B15,Sunitinib,2.143069,3
OCI-AML3,Sunitinib,2.106066,3
CL-11,Sunitinib,5.054861,0
ALL-SIL,Sunitinib,0.108436,3
AMO-1,Sunitinib,2.013781,3
COR-L95,Sunitinib,4.573252,1
DND-41,Sunitinib,1.132558,3
EJM,Sunitinib,2.705878,3
Farage,Sunitinib,1.234469,3
NCI-H2135,Sunitinib,3.104674,1
VCaP,Sunitinib,3.642438,1
GA-10,Sunitinib,-0.523849,3
GRANTA-519,Sunitinib,3.419332,3
HCC-33,Sunitinib,3.687976,1
Hs-445,Sunitinib,1.946415,3
HSC-39,Sunitinib,0.79734,0
JJN-3,Sunitinib,1.689539,3
JM1,Sunitinib,1.873245,3
JSC-1,Sunitinib,1.492287,3
KARPAS-231,Sunitinib,0.849629,3
KARPAS-620,Sunitinib,0.971121,3
KCL-22,Sunitinib,2.111229,3
KOPN-8,Sunitinib,1.364665,3
L-1236,Sunitinib,1.278632,3
ME-1,Sunitinib,2.414959,3
MOLM-13,Sunitinib,-4.690571,3
MOLP-8,Sunitinib,1.009686,3
MY-M12,Sunitinib,1.556281,3
NCI-H1876,Sunitinib,2.973486,1
NK-92MI,Sunitinib,0.948628,3
NU-DUL-1,Sunitinib,1.411194,3
OCI-AML5,Sunitinib,-1.347926,3
OCI-LY-19,Sunitinib,0.262034,3
OCI-M1,Sunitinib,1.559596,3
P32-ISH,Sunitinib,1.671652,3
PL-21,Sunitinib,1.161924,3
ROS-50,Sunitinib,3.610465,3
SLVL,Sunitinib,2.431016,3
SU-DHL-16,Sunitinib,0.938497,3
SU-DHL-4,Sunitinib,1.04417,3
SU-DHL-6,Sunitinib,0.871086,3
SU-DHL-8,Sunitinib,1.216419,-1
SUP-HD1,Sunitinib,1.483185,3
SUP-M2,Sunitinib,1.438701,3
WIL2-NS,Sunitinib,0.950373,3
WSU-DLCL2,Sunitinib,2.643592,3
MC-CAR,PHA-665752,2.687815,3
ES3,PHA-665752,3.131229,3
ES5,PHA-665752,2.649023,3
ES7,PHA-665752,2.483863,3
EW-11,PHA-665752,1.944512,3
SK-ES-1,PHA-665752,3.310385,3
NCI-H1395,PHA-665752,1.761959,1
COLO-829,PHA-665752,3.286004,3
8-MG-BA,PHA-665752,3.029014,3
GB-1,PHA-665752,2.560666,3
U-87-MG,PHA-665752,2.265729,3
NCI-H720,PHA-665752,1.455637,1
NCI-H1648,PHA-665752,3.162575,1
NCI-H1770,PHA-665752,0.777634,1
NCI-H1838,PHA-665752,3.979374,1
NCI-H2126,PHA-665752,3.804432,1
DMS-114,PHA-665752,3.589494,1
NCI-H1092,PHA-665752,3.442664,1
NCI-H1417,PHA-665752,3.669846,1
NCI-H1694,PHA-665752,3.438432,1
NCI-H187,PHA-665752,3.380925,1
NCI-H1963,PHA-665752,2.948054,1
NCI-H209,PHA-665752,3.518113,1
NCI-H2141,PHA-665752,3.244029,1
NCI-H2171,PHA-665752,1.294463,1
NCI-H345,PHA-665752,3.887192,1
NCI-H446,PHA-665752,3.511068,1
NCI-H526,PHA-665752,2.836285,1
NCI-H64,PHA-665752,2.164034,1
NCI-H69,PHA-665752,3.515681,1
NCI-H82,PHA-665752,3.122836,1
SK-N-DZ,PHA-665752,2.582881,3
SK-N-FI,PHA-665752,3.342713,3
VA-ES-BJ,PHA-665752,1.866886,3
LU-139,PHA-665752,3.821195,1
SBC-1,PHA-665752,3.276936,1
NCI-H1299,PHA-665752,3.85706,1
Calu-6,PHA-665752,3.665966,1
LU-65,PHA-665752,4.035351,1
NCI-H1355,PHA-665752,3.785312,1
SHP-77,PHA-665752,3.10769,1
TE-5,PHA-665752,3.680985,0
HCC1187,PHA-665752,2.151263,1
HCC1599,PHA-665752,3.543146,1
HCC2157,PHA-665752,3.541408,1
HCC2218,PHA-665752,4.06244,1
BB30-HNC,PHA-665752,2.724171,3
BB49-HNC,PHA-665752,2.857536,3
BB65-RCC,PHA-665752,3.219047,2
CP66-MEL,PHA-665752,3.786371,3
CPC-N,PHA-665752,2.771103,1
CTV-1,PHA-665752,1.694214,3
DMS-79,PHA-665752,3.705762,1
DSH1,PHA-665752,3.207719,3
EC-GI-10,PHA-665752,3.391329,0
HA7-RCC,PHA-665752,3.399236,2
HCE-4,PHA-665752,1.916145,0
IM-9,PHA-665752,2.918612,3
IST-SL1,PHA-665752,2.686723,1
IST-SL2,PHA-665752,2.103357,1
LB1047-RCC,PHA-665752,1.72108,2
LB2241-RCC,PHA-665752,-1.822354,2
LB2518-MEL,PHA-665752,2.641844,3
LB373-MEL-D,PHA-665752,3.435698,3
LB647-SCLC,PHA-665752,3.622301,1
LB771-HNC,PHA-665752,3.86756,3
LB831-BLC,PHA-665752,3.243909,3
LB996-RCC,PHA-665752,3.56702,2
LU-134-A,PHA-665752,2.553722,1
LU-165,PHA-665752,3.546697,1
LXF-289,PHA-665752,1.868683,1
MS-1,PHA-665752,3.052183,1
MZ1-PC,PHA-665752,3.584733,2
MZ7-mel,PHA-665752,3.408554,3
NCI-H128,PHA-665752,2.20853,1
NCI-H1304,PHA-665752,3.705905,1
NCI-H510A,PHA-665752,2.561442,1
SK-MM-2,PHA-665752,3.51214,3
TE-15,PHA-665752,1.814478,0
BE2-M17,PHA-665752,2.53756,3
KELLY,PHA-665752,2.924851,3
SIMA,PHA-665752,2.397285,3
TE-1,PHA-665752,3.184409,0
TE-10,PHA-665752,2.442278,0
TE-8,PHA-665752,3.488941,0
HL-60,PHA-665752,2.983014,3
K-562,PHA-665752,2.32555,3
NCI-H226,PHA-665752,3.440995,1
NCI-H23,PHA-665752,2.757202,1
A498,PHA-665752,1.164934,2
CCRF-CEM,PHA-665752,2.14279,3
SK-MEL-2,PHA-665752,3.152591,3
MOLT-4,PHA-665752,2.500852,3
RPMI-8226,PHA-665752,2.63206,3
SR,PHA-665752,2.574797,3
NCI-H322M,PHA-665752,3.009254,1
EKVX,PHA-665752,4.624859,1
HOP-62,PHA-665752,3.112047,1
LOXIMVI,PHA-665752,2.816466,3
UACC-257,PHA-665752,3.802996,3
RXF393,PHA-665752,4.008914,2
TK10,PHA-665752,3.723316,2
SNB75,PHA-665752,3.915266,3
SF539,PHA-665752,1.803374,3
SF268,PHA-665752,3.45039,3
KM12,PHA-665752,1.463707,0
OVCAR-4,PHA-665752,4.202028,1
Becker,PHA-665752,1.170377,3
BE-13,PHA-665752,0.920657,3
ARH-77,PHA-665752,3.203843,3
A253,PHA-665752,2.904331,3
ACN,PHA-665752,2.020525,3
CRO-AP2,PHA-665752,2.704752,3
COR-L88,PHA-665752,3.104325,1
COLO-824,PHA-665752,2.652028,1
COLO-800,PHA-665752,2.287924,3
Daudi,PHA-665752,2.855351,3
DB,PHA-665752,3.347562,3
D-283MED,PHA-665752,2.999487,3
DEL,PHA-665752,2.472294,3
DG-75,PHA-665752,3.348648,3
DJM-1,PHA-665752,3.366852,3
DOHH-2,PHA-665752,0.852322,3
DU-4475,PHA-665752,2.607702,1
EB2,PHA-665752,1.585685,3
EB-3,PHA-665752,3.656477,3
EHEB,PHA-665752,3.897362,3
EM-2,PHA-665752,3.430337,3
EoL-1-cell,PHA-665752,1.689582,3
ETK-1,PHA-665752,1.627968,3
EVSA-T,PHA-665752,2.719277,1
GCIY,PHA-665752,3.569257,0
GDM-1,PHA-665752,0.681559,3
GI-1,PHA-665752,1.351599,3
GI-ME-N,PHA-665752,3.681815,3
GOTO,PHA-665752,3.147569,3
GR-ST,PHA-665752,3.081809,3
H9,PHA-665752,2.003442,3
HC-1,PHA-665752,3.135378,3
HD-MY-Z,PHA-665752,3.192441,3
HEL,PHA-665752,2.682882,3
HH,PHA-665752,3.57611,3
HT,PHA-665752,3.10129,3
HT-144,PHA-665752,1.736758,3
HuTu-80,PHA-665752,2.635722,0
IMR-5,PHA-665752,1.097274,3
IST-MEL1,PHA-665752,2.773033,3
IST-MES1,PHA-665752,3.406062,3
JAR,PHA-665752,3.252683,3
JiyoyeP-2003,PHA-665752,2.91917,3
JVM-2,PHA-665752,3.548203,3
JVM-3,PHA-665752,3.368169,3
KALS-1,PHA-665752,3.40763,3
KARPAS-45,PHA-665752,1.305996,3
KARPAS-299,PHA-665752,2.718606,3
KARPAS-422,PHA-665752,3.284085,3
KASUMI-1,PHA-665752,3.127095,3
KE-37,PHA-665752,1.64616,3
KG-1,PHA-665752,2.776135,3
KINGS-1,PHA-665752,-1.59459,3
KMOE-2,PHA-665752,2.869486,3
KMS-12-BM,PHA-665752,2.583178,3
KNS-42,PHA-665752,3.64972,3
H-EMC-SS,PHA-665752,3.229224,3
KY821,PHA-665752,2.710024,3
KU812,PHA-665752,2.399163,3
KS-1,PHA-665752,1.928994,3
KP-N-YN,PHA-665752,1.918777,3
L-428,PHA-665752,3.116289,3
L-540,PHA-665752,2.657264,3
LAMA-84,PHA-665752,3.337118,3
LC-2-ad,PHA-665752,2.268495,1
LC4-1,PHA-665752,3.299001,3
LNCaP-Clone-FGC,PHA-665752,2.762535,1
LOUCY,PHA-665752,2.566489,3
LP-1,PHA-665752,2.632422,3
LS-123,PHA-665752,3.348465,0
LS-411N,PHA-665752,2.962621,0
LS-513,PHA-665752,2.84019,0
MC116,PHA-665752,1.605476,3
MEG-01,PHA-665752,3.019244,3
MHH-NB-11,PHA-665752,3.582542,3
MHH-PREB-1,PHA-665752,2.892843,3
ML-2,PHA-665752,2.833366,3
MLMA,PHA-665752,3.264724,3
MN-60,PHA-665752,3.550814,3
MOLT-13,PHA-665752,1.583059,3
MONO-MAC-6,PHA-665752,2.318746,3
Mo-T,PHA-665752,3.424217,3
MPP-89,PHA-665752,3.154035,3
MRK-nu-1,PHA-665752,0.947224,1
MSTO-211H,PHA-665752,3.133817,3
MV-4-11,PHA-665752,0.300943,3
NALM-6,PHA-665752,1.986296,3
NAMALWA,PHA-665752,1.148455,3
NB69,PHA-665752,2.867347,3
NCI-SNU-1,PHA-665752,2.269952,0
NCI-SNU-5,PHA-665752,-2.940466,0
NCI-SNU-16,PHA-665752,2.67612,0
NH-12,PHA-665752,3.602485,3
NKM-1,PHA-665752,1.957327,3
NMC-G1,PHA-665752,3.686994,3
no-11,PHA-665752,3.973965,3
NOMO-1,PHA-665752,2.638555,3
no-10,PHA-665752,3.632035,3
NCI-H747,PHA-665752,3.721965,0
NCI-H716,PHA-665752,3.224162,0
NCI-H1155,PHA-665752,2.739584,1
NCI-H1436,PHA-665752,3.601489,1
NCI-H1581,PHA-665752,3.018581,1
NCI-H1666,PHA-665752,0.989817,1
NCI-H2081,PHA-665752,3.641599,1
NCI-H2196,PHA-665752,2.879421,1
